url,type,name,address,rating,number_reviews,last_reviewed,lat,lng
us/spacious-convenient-2br-apt-near-pearl-and-base,Apartment,SPACIOUS & CONVENIENT 2BR APT NEAR PEARL AND BASE,"San Antonio, 78208, USA",-1.0,-1,,29.4433,-98.471
us/soco-hideaway,Holiday home,SoCo Hideaway,"Austin, TX 78704, USA",-1.0,-1,9 February 2018,30.242467,-97.753386
us/americas-best-value-inn-baytown,Motel,Americas Best Value Inn-Baytown,"3921 Garth Road, Baytown, TX 77521, USA",8.5,39,29 July 2019,29.76571617,-94.97763276
us/candlewood-suites-frisco,Hotel,Candlewood Suites - Frisco,"9484 Frisco St, Frisco, 75035, USA",9.1,14,23 July 2019,33.1569725,-96.8332731
us/victorian-8104-gulf-dreams-condo,Apartment,Victorian 8104-Gulf Dreams Condo,"Galveston, 77551, USA",-1.0,-1,,29.265617,-94.829625
us/country-home-with-all-the-fixings,Holiday home,Country Home With All The Fixings,"Austin, TX 78736, USA",-1.0,-1,24 April 2018,30.234171,-97.985868
us/rodeway-inn-carrollton,Hotel,Rodeway Inn Carrollton I-35E,"1832 North I 35 East Carrollton, Carrollton, TX 75006, USA",7.0,83,26 July 2019,32.97987138,-96.92985306
us/family-tides-galveston12,Holiday home,Family Tides,"Galveston, 77554, USA",-1.0,-1,,29.1072,-95.0922
us/douglas-way-remodeled-house-near-downtown-1ba-1ba,Holiday home,Douglas Way Remodeled House Near Downtown 1BA/1BA,"123 Douglas Way, San Antonio, 78210, USA",-1.0,-1,7 July 2019,29.409998,-98.472565
us/hampton-inn-lindale-tyler,Hotel,Hampton Inn Lindale/Tyler,"3505 South Main, Lindale, TX 75771 , USA",8.9,35,25 May 2019,32.46980759,-95.39032683
us/midtown-1057,Apartment,Midtown 1057,"Houston, 77006, USA",9.8,6,9 April 2019,29.7451611,-95.3760311
us/the-movie-room,Homestay,The Movie/TV Rooms,"4921 9th Street, Lubbock, TX 79416, USA",-1.0,-1,,33.587607,-101.920406
us/diamond-beach-505,Apartment,Diamond Beach 505,"Galveston, TX 77554, USA",-1.0,-1,,29.24317,-94.8682
us/hot-location-cozy-modern-lux-chill-out-pad,Apartment,**HOT LOCATION** Cozy Modern Lux Chill Out Pad **,"3815 Menard Street 3, Houston, TX 77003, USA",-1.0,-1,,29.7481317,-95.3363747
us/super-8-dallas,Hotel,Super 8 by Wyndham Dallas South,"8541 South Hampton Road, Dallas, TX 75232, USA",6.1,39,30 July 2019,32.64369103,-96.85826361
us/hotel-n-fourth-st-longview,Hotel,Comfort Suites Longview North,"3307 North 4th Street, Longview, TX 75605, USA",7.7,94,30 July 2019,32.54240417,-94.73233402
us/denton-4050-mesa-drive,Hotel,Comfort Inn Near UNT,"4050 Mesa Drive, Denton, TX 76207, USA",7.8,148,28 July 2019,33.23205202,-97.17636622
us/houston-marriott-energy-corridor,Hotel,Houston Marriott Energy Corridor,"16011 Katy Freeway, Energy Corridor, Houston, TX 77094, USA",8.9,36,22 July 2019,29.78425375,-95.6641683
us/super-8-motel-houston-80728,Hotel,Super 8 by Wyndham Houston North I-45,"16222 North Freeway, Houston, TX 77090, USA",7.8,344,25 July 2019,30.003803,-95.425501
us/braun-rio-home,Holiday home,Braun Rio Home,"Fourth Crossing, 78132, USA",-1.0,-1,,29.830469,-98.168396
us/budgethost-inn-amp-suites,Hotel,Budget Host Inn & Suites,"11103 S Hwy 6, Four Corners, TX 77498, USA",9.8,8,29 July 2019,29.652902,-95.649222
us/comfort-inn-downtown,Hotel,Hampton Inn and Suites Houston Central,"5820 Katy Freeway, Houston, TX 77007, USA",9.0,140,9 July 2019,29.77829905,-95.42864487
us/arya-inn-and-suites,Hotel,Arya Inn and Suites,"3232 West Irving Boulevard, Irving, TX 75061, USA",5.9,176,28 July 2019,32.83458435,-96.99199319
us/medical-stadium-of-610,Apartments,Medical Stadium of 610,"9030 Lakes at 610 Drive, Houston, TX 77054, USA",7.9,-1,1 April 2018,29.671103,-95.420059
us/la-quinta-inn-amp-suites-houston-bush-intl-airport-e,Hotel,La Quinta by Wyndham Houston Bush Intl Airport E,"18201 Kenswick Drive, Humble, TX 77338, USA",8.6,399,30 July 2019,29.98453752,-95.2962973
us/7a-resort,Inn,7A Ranch,"333 Wayside Drive, Wimberley, TX 78676, USA",8.6,80,23 June 2019,29.98575758,-98.1087401
us/travis-heights-modern,Holiday homes,Travis Heights Modern I,"1101 Reagan Terrace, Austin, TX 78704, USA",9.5,29,20 February 2019,30.2442064,-97.74015451
us/sonder-the-sawyer,Aparthotel,Sonder — The Sawyer,"Uptown Dallas, Dallas, 75204, USA",-1.0,-1,,32.8096237,-96.796296
us/schmitz-historic-67521-condo,Apartment,Schmitz Historic Hotel #67521 Condo,"New Braunfels, 78130, USA",-1.0,-1,,29.703063,-98.125252
us/austin-lone-star-rv-resort,Resort,Austin Lone Star RV Resort,"7009 South Interstate 35 Frontage Road, Austin, TX 78744, USA",-1.0,-1,9 May 2018,30.18557402,-97.77301243
us/staylooms-hip-designer-loft-e-6th-street,Apartment,Stayloom's Hip Designer Loft | E 6th Street,"Austin, 78702, USA",-1.0,-1,,30.265518,-97.733162
us/wyndham-dallas-suites-park-central,Hotel,Wyndham Dallas Suites - Park Central,"7800 Alpha Road, Dallas, TX 75240, USA",8.7,750,30 July 2019,32.92627033,-96.77170873
us/residence-inn-by-marriott-dallas-plano-richardson,Hotel,Residence Inn by Marriott Dallas Plano/Richardson,"1705 East President George Bush Highway, Plano, 75074, USA",9.2,19,1 July 2019,33.004381,-96.689611
us/la-quinta-inn-and-suites-pharr-rio-grande-valley,Hotel,La Quinta by Wyndham Pharr - Rio Grande Valley,"4603 North Cage, Pharr, TX 78577, USA",9.0,94,27 July 2019,26.234686,-98.179462
us/royal-corporate-housing-1205,Apartments,Dominion Post Oak,"2323 McCue Road, Houston, TX 77056, USA",10.0,-1,18 May 2019,29.744143,-95.463741
us/courtyard-abilene,Hotel,Courtyard by Marriott Abilene Southwest/Abilene Mall South,"4350 Ridgemont Drive, Abilene, TX 79606, USA",8.8,111,12 July 2019,32.39849882,-99.76472676
us/302-serenity-by-the-sand,Apartment,#302- Serenity By the Sand,"Galveston, 77551, USA",-1.0,-1,20 November 2018,29.266731,-94.826781
us/seascape-1321,Holiday home,Seascape 1321,"10811 Termini San Luis Pass Rd, Galveston, 77550, USA",-1.0,-1,,29.24222,-94.8715578
us/motel-6-hutchins,Hotel,Motel 6 Hutchins,"110 Interstate 45 South, Hutchins, TX 75141, USA",7.0,62,22 July 2019,32.648643,-96.70669
us/indigo-dallas-downtown,Hotel,Hotel Indigo Dallas Downtown,"1933 Main Street, Main Street District, Dallas, TX 75201, USA",8.6,427,28 July 2019,32.78208586,-96.79431975
us/hyatt-place-dallas-allen,Hotel,Hyatt Place Dallas/Allen,"333 Central Expressway North, Allen, TX 75013, USA",9.4,243,29 July 2019,33.107508,-96.678799
us/hampton-inn-suites-mission,Hotel,Hampton Inn & Suites Mission,"2505 Victoria Drive, Mission, TX 78572, USA",8.8,159,9 June 2019,26.19854355,-98.28300953
us/stylish-1br-by-lady-bird-lake-107-by-wanderjaunt,Apartment,Stylish 1BR by Lady Bird Lake #107 by WanderJaunt,"Austin, 78741, USA",-1.0,-1,,30.2405,-97.7197
us/passport-inn-kemah,Motel,Scottish Inn & Suites - Kemah Boardwalk,"601 Texas Avenue, Kemah, TX 77565, USA",8.1,40,28 July 2019,29.54307037,-95.02041936
us/hotel-capital-of-texas-hwy-austin,Hotel,Extended Stay America - Austin - Northwest/Arboretum,"10100 North Capital of Texas Highway, Austin, TX 78759, USA",7.2,183,19 July 2019,30.39084471,-97.73634106
us/best-location-in-town-victory-park-retreat,Apartment,Best location in town! Victory Park Retreat,"2425 Victory Avenue, Victory Park, Dallas, TX 75219, USA",-1.0,-1,,32.7882307,-96.8112432
us/cliffside-paradise-rg308-condo,Apartment,Cliffside Paradise RG308 Condo,"New Braunfels, 78132, USA",-1.0,-1,,29.844571,-98.165792
us/deluxe-6-inn-amp-suites,Hotel,Deluxe 6 Inn & Suites,"8280 North Expressway 77, Brownsville, TX 78575, USA",7.6,257,26 July 2019,26.0306938,-97.53269013
us/urban-cowboy-dallas,Holiday home,Urban Cowboy,"Gladstone Drive, Dallas, TX 75211, USA",-1.0,-1,,32.740228,-96.86253135
us/1112-robert-e-lee-condo-unit-b-condo,Apartment,1112 Robert E Lee Condo Unit B,"Austin, 78704, USA",-1.0,-1,,30.260081,-97.771449
us/hotel-n-watson-dr-arlington,Hotel,Extended Stay America - Arlington,"1221 North Watson Road, Arlington, TX 76006, USA",5.9,199,18 July 2019,32.76780586,-97.06351563
us/arlington-manor,Holiday home,Arlington Manor,"Arlington, 76006, USA",-1.0,-1,,32.7771,-97.0909
us/palacio-royale-houston-nw,Hotel,Palacio Royale Houston NW,"10654 W Little York Rd, Houston, TX 77041, USA",7.8,7,1 April 2019,29.868278,-95.562507
us/harris-hide-away,Apartment,Harris Hide-Away,"New Braunfels, 78130, USA",-1.0,-1,,29.708938,-98.11073
us/the-abbey-117,Apartment,The Abbey 117,"4928 Live Oak Street, Dallas, TX 75206, USA",-1.0,-1,,32.8032613,-96.7712745
us/la-quinta-inn-and-suites-san-antonio-convention-center,Hotel,La Quinta by Wyndham San Antonio Riverwalk,"303 Blum Street, San Antonio, TX 78205, USA",8.4,1231,30 July 2019,29.42368206,-98.48257184
us/aim-high-home-lackland-bmt-san-antonio,Holiday home,Aim High Home! Lackland BMT,"6927 Martinique Drive, San Antonio, TX 78227, USA",-1.0,-1,,29.4082393,-98.6279614
us/154-nautical-escape,Apartment,#154- Nautical Escape,"Galveston, 77551, USA",10.0,-1,4 November 2018,29.266454,-94.827353
us/huge-yard-4br-bungalow-in-prime-east-austin,Holiday home,Huge Yard! 4BR Bungalow in Prime East Austin!,"1138 Northwestern Avenue, Austin, TX 78702, United States, Austin, 78702, USA",-1.0,-1,,30.2692,-97.7164
us/cozy-historic-home-in-the-heart-of-galveston,Holiday home,Cozy Historic Home in the heart of Galveston,"2328 Avenue M, Galveston, TX 77550, USA",9.7,18,17 June 2019,29.297291,-94.792079
us/ramada-limited-bush-intercontinental-airport,Hotel,Ramada by Wyndham Houston Intercontinental Airport South,"15350 John F Kennedy Boulevard, Houston, TX 77032, USA",6.5,1313,30 July 2019,29.940687,-95.330632
us/bungalow-1927,Holiday home,Bungalow 1927 and Casita Bonita,"418 East Myrtle Street, San Antonio, TX 78212, USA",-1.0,-1,25 March 2019,29.4444974,-98.489646
us/hotel-east-surfside-blvd-corpus-christi,Hotel,Quality Inn & Suites Corpus Christi,"3202 East Surfside Boulevard, Corpus Christi, TX 78402, USA",6.9,291,27 July 2019,27.81948345,-97.39007324
us/lubbock-6015-45th-street,Hotel,Baymont by Wyndham Lubbock West,"6015 45th Street, Lubbock, TX 79407, USA",7.8,182,28 July 2019,33.55274399,-101.9433403
us/lindale-200-west-centennial-boulevard,Hotel,Comfort Suites Lindale,"200 West Centennial Boulevard, Lindale, TX 75771, USA",9.4,88,12 June 2019,32.47426089,-95.39349318
us/the-emerald-shore,Holiday home,The Emerald Shore,"Galveston, 77550, USA",-1.0,-1,,29.303202,-94.785038
us/houston-5520-east-sam-houston-parkway-north-la-quinta-inn-houston,Hotel,La Quinta by Wyndham Houston Channelview,"5520 East Sam Houston Parkway North, Houston, TX 77015, USA",8.8,74,19 July 2019,29.80342329,-95.16293585
us/holiday-inn-express-hotels-and-suites-lubbock-south,Hotel,Holiday Inn Express and Suites Lubbock South,"6506 Interstate 27 South, Lubbock, TX 79412, USA",8.7,128,25 July 2019,33.53454602,-101.84400603
us/hotel-n-central-expressway-mckinney,Hotel,Comfort Suites McKinney-Allen,"1590 North Central Expressway, McKinney, TX 75070, USA",8.3,80,28 July 2019,33.21286373,-96.6361466
us/stay-alfred-at-the-mayflower,Apartments,Stay Alfred at The Mayflower,"411 North Akard Street, Dallas, TX 75201, USA",8.5,129,30 July 2019,32.783226,-96.8006494
us/homewood-suites-by-hilton-conroe,Hotel,Homewood Suites by Hilton Conroe,"3000 Interstate 45 North   , Conroe, TX 77303, USA",9.3,42,7 July 2019,30.35235142,-95.48693447
us/inn-seaclusion-eagle-ray,Apartments,Inn Seaclusion,"Galveston, 77550, USA",8.0,6,16 July 2019,29.294409,-94.785307
us/hyatt-place-san-antonio-north-stone-oak,Hotel,Hyatt Place San Antonio North Stone Oak,"1610 East Sonterra Boulevard, San Antonio, TX 78258, USA",8.8,246,30 July 2019,29.6132432,-98.468338
us/dormigo-ninth-street-apartment-6,Apartment,Dormigo Ninth Street Apartment 6,"120 9th Street Apt 1110, San Antonio, TX 78215, USA",-1.0,-1,,29.435029,-98.4828317
us/austin-9420-i-35-north,Hotel,Motel 6 Austin North,"9420 I-35 North, Austin, TX 78753, USA",6.7,401,16 July 2019,30.35947854,-97.6881893
us/laredo-7010-bob-bullock-loop,Hotel,Staybridge Suites Laredo,"7010 Bob Bullock Loop, Laredo, TX 78041, USA",8.0,28,21 May 2019,27.55792119,-99.4476521
us/beach-way-15245,Holiday home,Beach Way 15245,"Corpus Christi, 78418, USA",-1.0,-1,,27.603965,-97.211339
us/507-academy-dr-home-home,Holiday home,507 Academy Dr Home,"Austin, 78704, USA",-1.0,-1,,30.251461,-97.743243
us/executive-inn-amp-suties,Motel,Executive Inn & Suites,"10515 Fountaingate Drive, Stafford, TX 77477, USA",7.1,17,12 July 2019,29.636154,-95.56423
us/towneplace-suites-by-marriott-san-antonio-westover-hills,Hotel,TownePlace Suites by Marriott San Antonio Westover Hills,"10015 Westover Hills Boulevard, San Antonio, TX 78251, USA",9.7,20,25 July 2019,29.464758,-98.689669
us/holiday-inn-resort-galveston-on-the-beach,Hotel,Holiday Inn Resort Galveston - On The Beach,"5002 Seawall Boulevard, Galveston, TX 77551, USA",8.2,1186,30 July 2019,29.27256752,-94.81631398
us/minute-maid-park-102,Apartment,Minute Maid Park 102,"Downtown Houston, Houston, 77002, USA",-1.0,-1,,29.75781041,-95.35898381
us/lakefront-getaway-on-eagle-mountain-lake,Holiday home,LakeFront Getaway on Eagle Mountain Lake,"8811 Royal Harbor, Fort Worth, TX 76179, USA",-1.0,-1,,32.884638,-97.4528059
us/fantastic-downtown-views-in-this-loft-by-lodgeur,Apartment,Fantastic downtown views in this loft by Lodgeur,"1617 Fannin St, Downtown Houston, Houston, 77002, USA",-1.0,-1,,29.752554,-95.370399
us/resort-style-luxury-apartments-the-woodlands,Apartments,Resort Style Luxury Apartments The Woodlands,"301 Pruitt Road, The Woodlands, TX 77380, USA",8.6,11,19 May 2019,30.119189,-95.444198
us/4201-sleeps-11-walk-to-nrgnear-medical-centerricedowntowngalleria,Apartment,(4201)❤️Sleeps 11; Walk to NRG☆Near Medical Center☆RICE☆Downtown☆Galleria,"2111 Holly Hall Street, Houston, TX 77054, USA",-1.0,-1,3 June 2019,29.686619,-95.399334
us/pristine-modern-smarthome,Homestay,Pristine Modern SmartHome,"838 E Harvey Ave, Fort Worth, TX 76104, USA",-1.0,-1,,32.719956,-97.319627
us/budget-inn-austin,Motel,Budget Inn Motel,"9106 North Interstate 35, Austin, TX 78753, USA",5.9,796,28 July 2019,30.35662654,-97.68994462
us/hotel-valley-wood-road-spring,Hotel,Extended Stay America - Houston - The Woodlands,"150 Valley Wood Rd, The Woodlands, 77380, USA",6.0,323,29 July 2019,30.13496744,-95.4461503
us/fortuna-bay-13-condo,Apartment,Fortuna Bay #13 Condo,"Corpus Christi, 78418, USA",-1.0,-1,,27.597518,-97.235699
us/super-8-iah-west,Hotel,Super 8 by Wyndham Humble/Fm 1960/Hwy 59,"20118 Eastway Village, Humble, TX 77338, USA",7.7,68,6 July 2019,30.00659828,-95.26407272
us/austin-11601-domain-drive,Hotel,Aloft Austin at The Domain,"11601 Domain Drive, Austin, TX 78758, USA",8.7,117,28 July 2019,30.40275239,-97.7239117
us/boca-chica-inn,Motel,Boca Chica Inn and Suites,"3280 Boca Chica Boulevard, Brownsville, TX 78521, USA",6.3,83,27 July 2019,25.92064425,-97.47134149
us/lower-greenville-poolside-apartment,Apartment,Lower Greenville Poolside Apartment,"5086 Birchbrook Drive, Dallas, TX 75206, USA",7.5,-1,21 July 2019,32.847389,-96.767696
us/dormigo-eastside-apartment-3-austin,Apartment,Dormigo Eastside Apartment 3,"1700 E 4th Street, Austin, TX 78702, USA",-1.0,-1,,30.260912,-97.724782
us/shady-river-oasis,Apartment,Shady River Oasis,"New Braunfels, 78130, USA",-1.0,-1,,29.708938,-98.11073
us/ranch-house-inn-suites,Inn,Ranch House Inn & Suites,"1902 S 1st St, Temple, 76504-8025, USA",7.6,18,23 April 2019,31.078246,-97.349321
us/galvez-and-spa-a-wyndham-grand,Hotel,"Hotel Galvez and Spa, A Wyndham Grand Hotel","2024 Seawall Boulevard, Galveston, TX 77550, USA",8.6,879,30 July 2019,29.29254661,-94.78615522
us/super-8-irving-dfw-airport-south,Hotel,Super 8 by Wyndham Irving DFW Airport/South,"4245 West Airport Freeway, Irving, TX 75062-5916, USA",7.0,186,20 July 2019,32.83847978,-97.01162495
us/the-star-suite,Apartments,Mid Elm Lofts,"Main Street District, Dallas, 75201, USA",9.7,6,20 July 2019,32.781316,-96.798889
us/austin-social-steps-from-ut-pool,Apartment,University flat + Pool + Gym,"Austin, 78705, USA",-1.0,-1,,30.283213,-97.741753
us/hilton-garden-inn-san-marcos,Hotel,Hilton Garden Inn San Marcos,"2131 N. HWY 35   , San Marcos, TX 78666, USA",9.3,92,26 July 2019,29.903488,-97.904268
us/littlefield-lofts-308,Apartment,Littlefield Lofts #308,"Austin, 78701, USA",-1.0,-1,,30.2675838,-97.7417578
us/college-station-2007-taxes-avenue-south-ez-travel-inn,Inn,EZ Travel Inn College Station,"2007 Texas Avenue South, College Station, TX 77840, USA",7.3,140,28 July 2019,30.61240763,-96.31502777
us/courtyard-dallas-central-expressway,Hotel,Courtyard by Marriott Dallas Central Expressway,"10325 North Central Expressway, Dallas, TX 75231, USA",8.7,88,20 July 2019,32.88657658,-96.77049369
us/roosevelt-inn-motel,Motel,Roosevelt Inn Motel,"2122 Roosevelt Avenue, San Antonio, TX 78210, USA",5.5,97,30 July 2019,29.38231414,-98.48307475
us/renaissance-dallas,Hotel,Renaissance Dallas Hotel,"2222 Stemmons Freeway, Market Center, Dallas, TX 75207, USA",8.6,194,24 July 2019,32.8036774,-96.83193773
us/kasa-plano-dfw-apartments,Hotel,Kasa Dallas Plano Apartments,"Libby Road, Plano, TX 75024, USA",-1.0,-1,1 May 2019,33.074226,-96.82075
us/la-quinta-inn-suites-dallas-northeast-arboretum,Hotel,La Quinta by Wyndham Dallas Northeast-Arboretum,"1310 Marketplace Drive, Garland, TX 75041, USA",9.0,182,29 July 2019,32.85924,-96.647886
us/aloft-fort-worth-downtown,Hotel,Aloft Fort Worth Downtown,"334 W 3rd Street, Downtown Ft. Worth - Sundance Square, Fort Worth, 76102, USA",8.8,180,29 July 2019,32.75503,-97.333326
us/home2-suites-by-hilton-baytown-texas,Hotel,"Home2 Suites By Hilton Baytown, Texas","7512 Garth Road   , Baytown, TX 77521, USA",8.9,30,30 July 2019,29.80936789,-94.98287341
us/intown-suites-webster-nasa,Hotel,InTown Suites Extended Stay Webster TX - NASA,"480 West Bay Area Blvd., Webster, TX 77598, USA",8.1,14,3 April 2019,29.54674867,-95.1331489
us/hampton-inn-suites-waco-south,Hotel,Hampton Inn & Suites Waco-South,"2501 Market Place Drive, Waco, TX 76711, USA",8.7,246,26 July 2019,31.50021723,-97.15533435
us/super-8-motel-port-arthur,Hotel,Super 8 by Wyndham Port Arthur/Nederland Area,"7700 Memorial Boulevard, Port Arthur, TX 77642, USA",7.5,192,8 July 2019,29.93994998,-93.98439735
us/midtown-paradise-on-the-beach,Holiday home,Midtown Paradise on the Beach,"Galveston, 77550, USA",-1.0,-1,4 April 2019,29.286138,-94.795033
us/country-inn-and-suites-dallas-fort-worth-airport-south,Hotel,"Country Inn & Suites by Radisson, DFW Airport South, TX","2000 Hard Rock Road, Irving, TX 75061, USA",8.5,680,26 July 2019,32.834346,-97.012893
us/littlefield-lofts-501,Apartment,Littlefield Lofts #501,"Austin, 78701, USA",-1.0,-1,,30.2675839,-97.7417579
us/residence-inn-houston-the-woodlands-market-street,Hotel,Residence Inn Houston The Woodlands/Market Street,"9333 Six Pines Drive, The Woodlands, TX 77380, USA",8.7,47,12 July 2019,30.16821235,-95.46234146
us/fairfield-inn-and-suites-austin-south,Hotel,Fairfield Inn and Suites Austin South,"4525 South Interstate Highway 35, Austin, TX 78744, USA",8.4,32,2 June 2019,30.208683,-97.75485903
us/days-inn-corpus-christi-beach,Motel,Days Inn by Wyndham Corpus Christi Beach,"4302 Surfside Boulevard, Corpus Christi, TX 78402, USA",6.4,436,26 July 2019,27.82876074,-97.38430649
us/super-8-killeen,Motel,Econolodge Killeen,"606 East Central Texas Expressway, Highway 190 West, Killeen, TX 76541, USA",5.9,62,19 July 2019,31.0953906,-97.73700625
us/americas-best-value-inn-waco-franklin-avenue,Motel,Americas Best Value Inn Waco - Franklin Avenue,"4201 Franklin Avenue, Waco, TX 76710, USA",6.8,183,30 July 2019,31.52700734,-97.16524243
us/courtyard-dallas-forest-lane,Hotel,Courtyard by Marriott Dallas Northwest,"2930 Forest Lane, Dallas, TX 75234, USA",8.4,126,2 July 2019,32.90934969,-96.87931359
us/holiday-inn-express-wichita-falls,Hotel,Holiday Inn Express Hotel & Suites Wichita Falls,"5300 Kell Boulevard, Wichita Falls, TX 76310, USA",8.4,33,23 July 2019,33.87321712,-98.57408345
us/the-vista-of-palm-beach,Holiday home,The Vista of Palm Beach,"4119 Vista Road, Galveston, TX 77554, USA",9.2,8,29 July 2019,29.2014563,-94.9433093
